STATE_CODE,SHRP_ID,CONSTRUCTION_NO,YEAR_VISITED,VISIT_DATE,MRI,Initial_IRI,PRECIPITATION,TEMP_MEAN_AVG,FREEZE_INDEX,FREEZE_THAW,REL_HUM_AVG_AVG,AADTT,AGE,H_AC,Eng_Fab,Treated_Base,Treated_Subbase,H_TOT,Added_Thickness
1,0107,1,1996,1996-01-10,0.6560999929904938,0.811900007724762,1201.48,17.200000762939453,27.0,54.0,76,3057,5,116.9,False,True,False,320.1,0.0
1,0107,1,1997,1997-07-03,0.627400004863739,0.811900007724762,1475.31,17.399999618530273,5.0,31.0,78,3879,6,116.9,False,True,False,320.1,0.0
1,0107,1,1998,1998-01-27,0.6661000072956085,0.811900007724762,1396.67,18.799999237060547,0.0,23.0,76,4726,7,116.9,False,True,False,320.1,0.0
1,0107,1,1999,1999-09-28,0.7568000078201294,0.811900007724762,1145.22,18.5,6.0,35.0,71,5598,8,116.9,False,True,False,320.1,0.0
1,0107,2,2001,2001-03-14,0.9627000153064728,0.9627000153064728,1167.22,17.899999618530273,3.0,33.0,74,7422,10,116.9,False,True,False,320.1,0.0
1,0108,1,1994,1994-08-24,0.875,0.875,1845.33,17.200000762939453,10.0,34.0,81,1484,3,182.8,False,True,False,492.7,0.0
1,0108,1,1996,1996-01-10,0.7599999964237213,0.875,1201.48,17.200000762939453,27.0,54.0,76,3057,5,182.8,False,True,False,492.7,0.0
1,0108,1,1997,1997-07-03,0.7427999973297119,0.875,1475.31,17.399999618530273,5.0,31.0,78,3879,6,182.8,False,True,False,492.7,0.0
1,0108,1,1998,1998-03-11,0.7653500020503998,0.875,1396.67,18.799999237060547,0.0,23.0,76,4726,7,182.8,False,True,False,492.7,0.0
1,0108,1,1999,1999-09-28,0.7313000082969665,0.875,1145.22,18.5,6.0,35.0,71,5598,8,182.8,False,True,False,492.7,0.0
1,0108,1,2001,2001-03-14,0.7432000100612641,0.875,1167.22,17.899999618530273,3.0,33.0,74,7422,10,182.8,False,True,False,492.7,0.0
1,0108,1,2002,2002-03-10,0.7502000033855438,0.875,1117.79,18.399999618530277,3.0,46.0,74,8375,11,182.8,False,True,False,492.7,0.0
1,0108,1,2003,2003-01-29,0.731199997663498,0.875,1593.82,17.5,6.0,50.0,79,9357,12,182.8,False,True,False,492.7,0.0
1,0108,1,2004,2004-04-27,0.7627000033855438,0.875,1378.56,18.100000381469727,2.0,39.0,75,10368,13,182.8,False,True,False,492.7,0.0
1,0108,1,2005,2005-05-04,0.7932000041007996,0.875,1847.56,17.799999237060547,2.0,38.0,77,11410,14,182.8,False,True,False,492.7,0.0
1,0109,1,1996,1996-01-10,0.7311999917030334,0.7311999917030334,1201.48,17.200000762939453,27.0,54.0,76,3057,5,180.4,False,True,False,594.4,0.0
1,0109,1,1997,1997-07-03,0.7091000080108643,0.7311999917030334,1475.31,17.399999618530273,5.0,31.0,78,3879,6,180.4,False,True,False,594.4,0.0
1,0109,1,1998,1998-01-27,0.6793000102043152,0.7311999917030334,1396.67,18.799999237060547,0.0,23.0,76,4726,7,180.4,False,True,False,594.4,0.0
1,0109,1,1999,1999-09-28,0.7440000057220459,0.7311999917030334,1145.22,18.5,6.0,35.0,71,5598,8,180.4,False,True,False,594.4,0.0
1,0109,1,2001,2001-03-14,0.7499999940395354,0.7311999917030334,1167.22,17.899999618530273,3.0,33.0,74,7422,10,180.4,False,True,False,594.4,0.0
1,0109,1,2002,2002-03-10,0.7542000055313111,0.7311999917030334,1117.79,18.399999618530277,3.0,46.0,74,8375,11,180.4,False,True,False,594.4,0.0
1,0109,1,2003,2003-01-29,0.7209000051021577,0.7311999917030334,1593.82,17.5,6.0,50.0,79,9357,12,180.4,False,True,False,594.4,0.0
1,0109,1,2004,2004-04-27,0.7587000012397767,0.7311999917030334,1378.56,18.100000381469727,2.0,39.0,75,10368,13,180.4,False,True,False,594.4,0.0
1,0109,1,2005,2005-05-04,0.7748999953269958,0.7311999917030334,1847.56,17.799999237060547,2.0,38.0,77,11410,14,180.4,False,True,False,594.4,0.0
1,0110,1,1996,1996-01-10,0.6866000056266784,0.6866000056266784,1201.48,17.200000762939453,27.0,54.0,76,3057,5,188.0,True,True,False,386.1,0.0
1,0110,1,1997,1997-07-03,0.680100005865097,0.6866000056266784,1475.31,17.399999618530273,5.0,31.0,78,3879,6,188.0,True,True,False,386.1,0.0
1,0110,1,1998,1998-03-11,0.7588499993085862,0.6866000056266784,1396.67,18.799999237060547,0.0,23.0,76,4726,7,188.0,True,True,False,386.1,0.0
1,0110,1,1999,1999-09-28,0.6867000043392182,0.6866000056266784,1145.22,18.5,6.0,35.0,71,5598,8,188.0,True,True,False,386.1,0.0
1,0110,1,2001,2001-03-14,0.6891999959945678,0.6866000056266784,1167.22,17.899999618530273,3.0,33.0,74,7422,10,188.0,True,True,False,386.1,0.0
1,0110,1,2002,2002-03-10,0.682399994134903,0.6866000056266784,1117.79,18.399999618530277,3.0,46.0,74,8375,11,188.0,True,True,False,386.1,0.0
1,0110,1,2003,2003-01-29,0.6719000101089478,0.6866000056266784,1593.82,17.5,6.0,50.0,79,9357,12,188.0,True,True,False,386.1,0.0
1,0110,1,2004,2004-04-27,0.6932999908924102,0.6866000056266784,1378.56,18.100000381469727,2.0,39.0,75,10368,13,188.0,True,True,False,386.1,0.0
1,0110,1,2005,2005-05-04,0.7395000040531159,0.6866000056266784,1847.56,17.799999237060547,2.0,38.0,77,11410,14,188.0,True,True,False,386.1,0.0
1,0111,1,1996,1996-01-10,0.5679000079631806,0.5679000079631806,1201.48,17.200000762939453,27.0,54.0,76,3057,5,91.4,True,True,False,393.6,0.0
1,0111,1,1997,1997-07-03,0.5655999958515168,0.5679000079631806,1475.31,17.399999618530273,5.0,31.0,78,3879,6,91.4,True,True,False,393.6,0.0
1,0111,1,1998,1998-01-27,0.5695999979972839,0.5679000079631806,1396.67,18.799999237060547,0.0,23.0,76,4726,7,91.4,True,True,False,393.6,0.0
1,0111,1,1999,1999-09-28,0.586300003528595,0.5679000079631806,1145.22,18.5,6.0,35.0,71,5598,8,91.4,True,True,False,393.6,0.0
1,0111,1,2001,2001-03-14,0.5947999954223633,0.5679000079631806,1167.22,17.899999618530273,3.0,33.0,74,7422,10,91.4,True,True,False,393.6,0.0
1,0111,1,2002,2002-03-10,0.5846000015735626,0.5679000079631806,1117.79,18.399999618530277,3.0,46.0,74,8375,11,91.4,True,True,False,393.6,0.0
1,0111,1,2003,2003-01-29,0.5981000006198883,0.5679000079631806,1593.82,17.5,6.0,50.0,79,9357,12,91.4,True,True,False,393.6,0.0
1,0111,1,2005,2005-05-04,0.6287999987602234,0.5679000079631806,1847.56,17.799999237060547,2.0,38.0,77,11410,14,91.4,True,True,False,393.6,0.0
1,0112,1,1994,1994-08-25,0.8053000152111054,0.8053000152111054,1845.33,17.200000762939453,10.0,34.0,81,1484,3,83.8,True,True,False,487.7,0.0
1,0112,1,1996,1996-01-10,0.6716000020503998,0.8053000152111054,1201.48,17.200000762939453,27.0,54.0,76,3057,5,83.8,True,True,False,487.7,0.0
1,0112,1,1997,1997-07-03,0.6745000064373017,0.8053000152111054,1475.31,17.399999618530273,5.0,31.0,78,3879,6,83.8,True,True,False,487.7,0.0
1,0112,1,1998,1998-01-27,0.7248999893665313,0.8053000152111054,1396.67,18.799999237060547,0.0,23.0,76,4726,7,83.8,True,True,False,487.7,0.0
1,0112,1,1999,1999-09-28,0.6933000028133391,0.8053000152111054,1145.22,18.5,6.0,35.0,71,5598,8,83.8,True,True,False,487.7,0.0
1,0112,1,2001,2001-03-14,0.729700005054474,0.8053000152111054,1167.22,17.899999618530273,3.0,33.0,74,7422,10,83.8,True,True,False,487.7,0.0
1,0112,1,2002,2002-03-10,0.7014000058174132,0.8053000152111054,1117.79,18.399999618530277,3.0,46.0,74,8375,11,83.8,True,True,False,487.7,0.0
1,0112,1,2003,2003-01-29,0.7287000000476838,0.8053000152111054,1593.82,17.5,6.0,50.0,79,9357,12,83.8,True,True,False,487.7,0.0
1,0112,1,2004,2004-04-27,0.7359000027179718,0.8053000152111054,1378.56,18.100000381469727,2.0,39.0,75,10368,13,83.8,True,True,False,487.7,0.0
1,0112,1,2005,2005-05-04,0.7648000001907349,0.8053000152111054,1847.56,17.799999237060547,2.0,38.0,77,11410,14,83.8,True,True,False,487.7,0.0
1,0161,1,1996,1996-01-10,0.6617999970912933,0.6617999970912933,1201.48,17.200000762939453,27.0,54.0,76,3057,5,104.2,False,True,False,401.4,0.0
1,0161,1,1997,1997-07-03,0.6646000027656556,0.6617999970912933,1475.31,17.399999618530273,5.0,31.0,78,3879,6,104.2,False,True,False,401.4,0.0
1,0161,1,1998,1998-01-27,0.7620999932289123,0.6617999970912933,1396.67,18.799999237060547,0.0,23.0,76,4726,7,104.2,False,True,False,401.4,0.0
1,0161,1,1999,1999-09-28,0.7198000013828277,0.6617999970912933,1145.22,18.5,6.0,35.0,71,5598,8,104.2,False,True,False,401.4,0.0
1,0161,1,2001,2001-03-14,0.7140999972820282,0.6617999970912933,1167.22,17.899999618530273,3.0,33.0,74,7422,10,104.2,False,True,False,401.4,0.0
1,0161,1,2002,2002-03-10,0.7403000056743623,0.6617999970912933,1117.79,18.399999618530277,3.0,46.0,74,8375,11,104.2,False,True,False,401.4,0.0
1,0161,1,2003,2003-01-29,0.748199999332428,0.6617999970912933,1593.82,17.5,6.0,50.0,79,9357,12,104.2,False,True,False,401.4,0.0
1,0161,1,2004,2004-04-27,0.7495000004768371,0.6617999970912933,1378.56,18.100000381469727,2.0,39.0,75,10368,13,104.2,False,True,False,401.4,0.0
1,0161,1,2005,2005-05-04,0.7678999960422516,0.6617999970912933,1847.56,17.799999237060547,2.0,38.0,77,11410,14,104.2,False,True,False,401.4,0.0
1,0162,1,1994,1994-08-25,0.8923000037670136,0.8923000037670136,1845.33,17.200000762939453,10.0,34.0,81,1484,3,99.0,False,True,False,350.5,0.0
1,0162,1,1996,1996-01-10,0.7155999958515167,0.8923000037670136,1201.48,17.200000762939453,27.0,54.0,76,3057,5,99.0,False,True,False,350.5,0.0
1,0162,1,1997,1997-07-03,0.7350999891757966,0.8923000037670136,1475.31,17.399999618530273,5.0,31.0,78,3879,6,99.0,False,True,False,350.5,0.0
1,0162,1,1998,1998-01-27,0.775600004196167,0.8923000037670136,1396.67,18.799999237060547,0.0,23.0,76,4726,7,99.0,False,True,False,350.5,0.0
1,0162,1,1999,1999-09-28,0.798499995470047,0.8923000037670136,1145.22,18.5,6.0,35.0,71,5598,8,99.0,False,True,False,350.5,0.0
1,0162,1,2001,2001-03-14,0.8012000024318695,0.8923000037670136,1167.22,17.899999618530273,3.0,33.0,74,7422,10,99.0,False,True,False,350.5,0.0
1,0162,1,2002,2002-03-10,0.7879000008106232,0.8923000037670136,1117.79,18.399999618530277,3.0,46.0,74,8375,11,99.0,False,True,False,350.5,0.0
1,0162,1,2003,2003-01-29,0.8294000029563904,0.8923000037670136,1593.82,17.5,6.0,50.0,79,9357,12,99.0,False,True,False,350.5,0.0
1,0162,1,2004,2004-04-27,0.8672000050544739,0.8923000037670136,1378.56,18.100000381469727,2.0,39.0,75,10368,13,99.0,False,True,False,350.5,0.0
1,0162,1,2005,2005-05-04,0.8612999975681306,0.8923000037670136,1847.56,17.799999237060547,2.0,38.0,77,11410,14,99.0,False,True,False,350.5,0.0
1,0163,1,1993,1993-08-11,0.8216000080108643,0.8216000080108643,1280.38,17.399999618530273,4.0,40.0,75,731,2,106.7,True,True,False,523.2,0.0
1,0163,1,1996,1996-01-10,0.7800999999046325,0.8216000080108643,1201.48,17.200000762939453,27.0,54.0,76,3057,5,106.7,True,True,False,523.2,0.0
1,0163,1,1997,1997-07-03,0.7821000039577484,0.8216000080108643,1475.31,17.399999618530273,5.0,31.0,78,3879,6,106.7,True,True,False,523.2,0.0
1,0163,1,1998,1998-01-27,0.8237999856472016,0.8216000080108643,1396.67,18.799999237060547,0.0,23.0,76,4726,7,106.7,True,True,False,523.2,0.0
